A0A183	78382	1925632	1.0
A0AUZ9	68691	1915941	0.84
A0AUZ9	76719	1923969	1.0
A0AV02	171286	2443672	0.86
A0AV96	245945	2384294	0.84
A0AV96	56403	1891690	1.0
A0AV96	213236	2447763	1.0
A0AV96	69865	1917115	1.0
A0AV96	633285	3645057	1.0
A0AV96	74326	1891692	1.0
A0AVF1	264134	2444853	0.87
A0AVI4	68366	1915616	0.87
A0AVK6	108961	1922038	0.86
A0AVK6	52679	1289147	1.0
A0AVT1	231380	1913894	0.86
A0AVT1	22201	98890	0.95
A0AVT1	74153	1349462	0.95
A0AVT1	22202	98891	0.95
A0FGR8	52635	1261845	0.87
A0FGR8	272636	1098699	0.97
A0FGR8	23943	1344426	1.0
A0FGR8	78771	1926021	1.0
A0FGR9	272636	1098699	0.86
A0FGR9	52635	1261845	0.97
A0FGR9	23943	1344426	1.0
A0FGR9	78771	1926021	1.0
A0JLT2	381379	1914234	0.87
A0JNW5	75089	2442888	0.87
A0JNW5	224648	3041238	1.0
A0MZ66	71653	1918903	0.86
A0PG75	100504689	3779462	0.79
A0PG75	18828	1270860	1.0
A0PG75	70310	1917560	1.0
A0PG75	78459	1925709	1.0
A0PG75	235527	2143267	1.0
A0PG75	22038	893575	1.0
A0PJE2	77974	1925224	0.95
A0PJK1	109342	1926089	0.87
A0PJK1	333669	3646667	0.95
A0PJK1	233836	1919316	0.95
A0PJK1	64454	1890478	0.95
A0PJK1	64452	1927848	0.95
A0PJK1	246787	2181411	0.95
A0PJK1	53881	1858226	0.95
A0PJK1	20537	107678	0.95
A0PJK1	230612	2140201	0.95
A0PJW6	66836	1914086	0.86
A0PJW8	76747	1923997	0.85
A0PJX0	73259	1920509	0.84
A0PJX0	56506	1929293	1.0
A0PJX0	234421	2685953	1.0
A0PJX0	23991	1344418	1.0
A0PJX2	383766	2686178	0.84
A0PJX2	211329	2444847	1.0
A0PJX2	170719	2179326	1.0
A0PJX4	330096	3041225	0.87
A0PJX4	219134	2444716	1.0
A0PJX8	213989	2384869	0.87
A0PJY2	73191	1920441	0.87
A0PJY2	54713	1859823	0.97
A0PJZ3	232313	2682940	0.87
A0PJZ3	223827	2684933	0.97
A0PK00	330189	3603158	0.86
A0PK00	215210	2686991	0.97
A0PK05	319776	2442707	0.87
A0PK11	624224	3646230	0.82
A1A4F0	212555	2384837	1.0
A1A4G5	100503609	5011982	1.0
A1A4S6	78514	1925764	0.87
A1A4S6	71544	1918794	0.97
A1A4S6	71302	1918552	0.97
A1A4S6	94190	2151070	0.95
A1A4S6	76117	1923367	1.0
A1A4S6	214137	2443818	1.0
A1A4S6	108699	1915674	1.0
A1A4S6	69993	1917243	1.0
A1A4S6	109934	107771	1.0
A1A4V9	233899	2685012	0.83
A1A4Y4	15944	107567	0.96
A1A4Y4	16145	107729	0.97
A1A4Y4	54396	1926262	0.93
A1A519	225497	2684939	0.86
A1A528	26951	1349478	0.87
A1A5B4	71345	1918595	0.84
A1A5C7	73102	1920352	0.87
A1A5D9	212733	2388267	0.86
A1A5D9	75665	1922915	1.0
A1E959	69592	1916842	0.87
A1IGU5	328967	3045339	0.87
A1IGU5	71972	1917352	1.0
A1IGU5	77669	1924919	1.0
A1IGU5	21844	103306	1.0
A1KXE4	214469	2448487	0.87
A1KXE4	319604	2442372	1.0
A1KZ92	69675	1916925	0.95
A1KZ92	22018	98813	1.0
A1L020	72640	1919890	0.82
A1L020	108797	1918252	1.0
A1L020	240396	2652843	1.0
A1L020	237400	2681847	1.0
A1L0T0	216136	1351911	0.86
A1L0T0	56794	1929657	0.9
A1L157	68498	1915748	0.96
A1L157	12512	99529	1.0
A1L157	12476	1096360	1.0
A1L162	66748	1913998	0.98
A1L167	76980	1924230	0.83
A1L167	70093	1917343	1.0
A1L167	109161	2388672	1.0
A1L168	228767	3039588	1.0
A1L170	665574	3649135	0.79
A1L170	70729	1917979	0.97
A1L188	208501	1913676	0.97
A1L190	75459	1922709	0.98
A1L1A6	70080	1917330	0.82
A1L390	263406	2388284	0.86
A1L390	213783	2676551	1.0
A1L390	101497	2141874	1.0
A1L390	101056392	-	1.0
A1L390	236915	2442233	1.0
A1L390	226970	2442507	1.0
A1L390	22324	98923	1.0
A1L390	57257	1888518	1.0
A1L390	219140	104838	1.0
A1L390	22325	102718	1.0
A1L390	277360	3040696	1.0
A1L3X0	74559	1921809	0.87
A1L3X0	83603	1933331	0.97
A1L3X0	54326	1858960	0.97
A1L3X0	68801	1916051	1.0
A1L3X0	54325	1858959	1.0
A1L443	328250	2685652	0.79
A1L443	213765	2661384	0.95
A1L453	216797	2685095	0.84
A1L4H1	269855	3606211	0.86
A1L4H1	11801	1334419	1.0
A1L4H1	93671	2135946	1.0
A1L4H1	272643	2684822	1.0
A1L4H1	432478	3612246	1.0
A1L4H1	12945	106210	1.0
A1L4H1	330657	2652890	1.0
A1L4H1	19142	1100881	1.0
A1L4H1	77613	1924863	1.0
A1L4H1	19146	1197523	1.0
A1L4H1	260408	3605764	1.0
A1L4H1	244234	2443685	1.0
A1L4H1	244233	2443796	1.0
A1L4H1	109267	1924709	1.0
A1L4H1	12507	88340	0.0
A1L4K1	244091	2444310	0.86
A1L4L8	69401	1916651	0.87
A1L4L8	231507	2445289	1.0
A1L4L8	72383	1919633	1.0
A1X283	268396	2442062	0.86
A1X283	14218	1298393	1.0
A1XBS5	68099	1915349	0.85
A1XBS5	27414	1351630	1.0
A1XBS5	436062	3588213	1.0
A1YPR0	207259	2443302	0.86
A1YPR0	16969	1335091	1.0
A1Z1Q3	72899	1920149	0.84
A1Z1Q3	107227	2147583	0.95
A1Z1Q3	80285	1933117	0.9
A2A288	237256	3045313	0.84
A2A288	230738	2385891	1.0
A2A288	547176	2442133	1.0
A2A288	244871	3026959	1.0
A2A2V5	329641	3607715	0.87
A2A2Y4	242506	2442466	0.83
A2A2Y4	228564	2442557	0.97
A2A2Y4	71886	1916780	0.95
A2A368	71967	1919217	0.82
A2A368	215641	3045344	1.0
A2A368	434903	2148568	1.0
A2A368	17140	1333839	1.0
A2A368	27385	1351648	1.0
A2A368	75625	1922875	1.0
A2A368	75352	1922602	1.0
A2A368	212952	2684890	1.0
A2A368	272790	2148316	1.0
A2A368	17138	1333793	1.0
A2A368	17139	1333832	1.0
A2A368	236852	3588211	1.0
A2A368	17147	105109	1.0
A2A368	17141	1333838	1.0
A2A368	70696	1917946	1.0
A2A368	80884	1933391	1.0
A2A368	17146	105117	1.0
A2A368	17984	97290	1.0
A2A368	66647	1913897	1.0
A2A368	94275	1930187	1.0
A2A368	17144	1333827	1.0
A2A368	629542	3712084	1.0
A2A368	17142	1333837	1.0
A2A368	74271	2148169	1.0
A2A368	74437	1921687	1.0
A2A368	17145	105118	1.0
A2A368	74279	1921529	1.0
A2A368	667988	3646464	1.0
A2A368	278167	3643982	1.0
A2A368	56191	1928994	1.0
A2A3E3	11994	1891428	0.87
A2A3E6	11994	1891428	0.87
A2A3E7	11994	1891428	0.87
A2A3E8	11994	1891428	0.87
A2A3F4	226025	2443101	0.87
A2A3F4	58800	1929996	0.97
A2A3F4	17364	1330305	0.95
A2A3F4	225997	2675603	0.95
A2A3K4	218232	2145430	0.86
A2A3K4	68440	1915690	1.0
A2A3K4	72391	1919641	1.0
A2A3K4	105014	1920402	1.0
A2A3K4	80707	1931237	1.0
A2A3K4	17252	102581	1.0
A2A3K4	70451	1917701	1.0
A2A3K4	77974	1925224	1.0
A2A3K4	108841	1918732	1.0
A2A3L6	214191	2443841	0.96
A2A3N8	11518	87918	0.87
A2A3N8	11519	87919	0.95
A2A3N8	27360	1351615	0.95
A2AJT9	382252	2685992	0.83
A2BFH1	268373	97749	0.96
A2BFH1	73075	1920325	1.0
A2BFH1	67738	1914988	1.0
A2BFH1	18087	97346	1.0
A2BFH1	105675	2145814	1.0
A2BFH1	56031	1917118	1.0
A2BFH1	228005	2445173	1.0
A2BFH1	66101	106499	1.0
A2CJ06	241073	2685061	0.83
A2IDD5	381077	2685784	0.84
A2PYH4	330149	3036246	0.99
A2RRD8	268670	2446280	0.95
A2RRD8	218314	3040707	0.95
A2RRD8	235907	107769	0.95
A2RRD8	629016	3612873	1.0
A2RRD8	408065	3040694	1.0
A2RRD8	238692	3040703	1.0
A2RRD8	72807	1920057	1.0
A2RRD8	233060	3588204	0.9
A2RRD8	213011	2682297	0.9
A2RRD8	22694	99179	0.9
A2RRD8	228876	2388656	0.9
A2RRD8	434179	3648690	0.9
